Name,Gene Name
ENSG00000239710,"RNA, 7SL, cytoplasmic 692, pseudogene(RN7SL692P)"
ENSG00000154222,coiled-coil and C2 domain containing 1B(CC2D1B)
ENSG00000196581,adherens junctions associated protein 1(AJAP1)
ENSG00000236689,MT-CO2 pseudogene 21(MTCO2P21)
ENSG00000198765,synaptonemal complex protein 1(SYCP1)
ENSG00000215704,chymotrypsin like elastase 2B(CELA2B)
ENSG00000131584,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3(ACAP3)"
ENSG00000201542,small nucleolar RNA SNORA62/SNORA6 family(LOC124900419)
ENSG00000143578,cAMP responsive element binding protein 3 like 4(CREB3L4)
ENSG00000227733,uncharacterized LOC101927468(LOC101927468)
ENSG00000222046,doublecortin domain containing 2B(DCDC2B)
ENSG00000281207,SLFNL1 antisense RNA 1(SLFNL1-AS1)
ENSG00000229914,ribosomal protein S10 pseudogene 8(RPS10P8)
ENSG00000225556,C2 calcium dependent domain containing 4D(C2CD4D)
ENSG00000187634,sterile alpha motif domain containing 11(SAMD11)
ENSG00000143570,solute carrier family 39 member 1(SLC39A1)
ENSG00000271415,ribosomal protein L23a pseudogene 90(RPL23AP90)
ENSG00000143575,HCLS1 associated protein X-1(HAX1)
ENSG00000186306,olfactory receptor family 10 subfamily T member 2(OR10T2)
ENSG00000156875,major facilitator superfamily domain containing 14A(MFSD14A)
ENSG00000233184,DPH5 divergent transcript(DPH5-DT)
ENSG00000066056,tyrosine kinase with immunoglobulin like and EGF like domains 1(TIE1)
ENSG00000274927,histone-lysine N-methyltransferase 2C-like(LOC124904398)
ENSG00000271419,trafficking kinesin protein 2 pseudogene(LOC100421116)
ENSG00000263811,microRNA 3675(MIR3675)
ENSG00000213512,guanylate binding protein 7(GBP7)
ENSG00000131591,chromosome 1 open reading frame 159(C1orf159)
ENSG00000198754,3-oxoacid CoA-transferase 2(OXCT2)
ENSG00000251825,RN7SK pseudogene 19(RN7SKP19)
ENSG00000213516,RBMX like 1(RBMXL1)
ENSG00000198758,EPS8 like 3(EPS8L3)
ENSG00000269113,TraB domain containing 2B(TRABD2B)
ENSG00000227740,long intergenic non-protein coding RNA 2803(LINC02803)
ENSG00000223382,long intergenic non-protein coding RNA 1778(LINC01778)
ENSG00000197429,intracisternal A particle-promoted polypeptide(IPP)
ENSG00000226891,long intergenic non-protein coding RNA 1359(LINC01359)
ENSG00000156876,SAS-6 centriolar assembly protein(SASS6)
ENSG00000227741,uncharacterized LOC729867(LOC729867)
ENSG00000143569,ubiquitin associated protein 2 like(UBAP2L)
ENSG00000225568,ubiquitin like modifier activating enzyme 2 pseudogene(LOC100421468)
ENSG00000271425,NBPF member 10(NBPF10)
ENSG00000184599,TAFA chemokine like family member 3(TAFA3)
ENSG00000226419,SLC16A1 antisense RNA 1(SLC16A1-AS1)
ENSG00000121310,enoyl-CoA hydratase domain containing 2(ECHDC2)
ENSG00000232261,solute carrier family 5 member 4 pseudogene(LOC100422548)
ENSG00000074964,Rho guanine nucleotide exchange factor 10 like(ARHGEF10L)
ENSG00000174332,GLIS family zinc finger 1(GLIS1)
ENSG00000235777,DPYD antisense RNA 2(DPYD-AS2)
ENSG00000212257,"RNA, U6 small nuclear 1176, pseudogene(RNU6-1176P)"
ENSG00000172155,late cornified envelope 1D(LCE1D)
ENSG00000203781,S100 calcium binding protein A7 pseudogene 1(S100A7P1)
ENSG00000203782,loricrin cornified envelope precursor protein(LORICRIN)
ENSG00000156869,ferric chelate reductase 1(FRRS1)
ENSG00000143556,S100 calcium binding protein A7(S100A7)
ENSG00000121766,zinc finger CCHC-type containing 17(ZCCHC17)
ENSG00000183291,selenoprotein F(SELENOF)
ENSG00000225972,MT-ND1 pseudogene 23(MTND1P23)
ENSG00000223794,cytochrome c oxidase subunit 5B pseudogene 8(COX5BP8)
ENSG00000121764,hypocretin receptor 1(HCRTR1)
ENSG00000203783,proline rich 9(PRR9)
ENSG00000188984,arylacetamide deacetylase like 3(AADACL3)
ENSG00000203784,late cornified envelope like proline rich 1(LELP1)
ENSG00000121769,fatty acid binding protein 3(FABP3)
ENSG00000203785,small proline rich protein 2E(SPRR2E)
ENSG00000083444,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1(PLOD1)"
ENSG00000203786,keratinocyte proline rich protein(KPRP)
ENSG00000183298,ribosomal protein SA pseudogene 19(RPSAP19)
ENSG00000163206,sperm mitochondria associated cysteine rich protein(SMCP)
ENSG00000163207,involucrin(IVL)
ENSG00000184148,small proline rich protein 4(SPRR4)
ENSG00000201129,"small nucleolar RNA, H/ACA box 58B(SNORA58B)"
ENSG00000016602,chloride channel accessory 4(CLCA4)
ENSG00000163202,late cornified envelope 3D(LCE3D)
ENSG00000233595,MT-ND2 pseudogene 29(MTND2P29)
ENSG00000143552,nucleoporin 210 like(NUP210L)
ENSG00000232265,long intergenic non-protein coding RNA 2805(LINC02805)
ENSG00000143553,SNAP associated protein(SNAPIN)
ENSG00000233593,long intergenic non-protein coding RNA 2609(LINC02609)
ENSG00000143554,solute carrier family 27 member 3(SLC27A3)
ENSG00000163209,small proline rich protein 3(SPRR3)
ENSG00000212248,"RNA, U6 small nuclear 750, pseudogene(RNU6-750P)"
ENSG00000198771,RCSD domain containing 1(RCSD1)
ENSG00000244256,"RNA, 7SL, cytoplasmic 130, pseudogene(RN7SL130P)"
ENSG00000174348,podocan(PODN)
ENSG00000204624,dispatched RND transporter family member 3(DISP3)
ENSG00000117245,kinesin family member 17(KIF17)
ENSG00000186790,forkhead box E3(FOXE3)
ENSG00000143545,"RAB13, member RAS oncogene family(RAB13)"
ENSG00000143546,S100 calcium binding protein A8(S100A8)
ENSG00000142694,eva-1 homolog B(EVA1B)
ENSG00000116396,potassium voltage-gated channel subfamily C member 4(KCNC4)
ENSG00000121775,transmembrane protein 39B(TMEM39B)
ENSG00000117242,PINK1 antisense RNA(PINK1-AS)
ENSG00000143549,tropomyosin 3(TPM3)
ENSG00000187642,"PPARGC1 and ESRR induced regulator, muscle 1(PERM1)"
ENSG00000226835,ARHGAP29 antisense RNA 1(ARHGAP29-AS1)
ENSG00000278034,microRNA 6731(MIR6731)
ENSG00000163216,small proline rich protein 2D(SPRR2D)
ENSG00000188976,NOC2 like nucleolar associated transcriptional repressor(NOC2L)
ENSG00000233125,ACTB pseudogene 12(ACTBP12)
ENSG00000163218,peptidoglycan recognition protein 4(PGLYRP4)
ENSG00000121774,"KH RNA binding domain containing, signal transduction associated 1(KHDRBS1)"
ENSG00000162365,cytochrome P450 family 4 subfamily A member 22(CYP4A22)
ENSG00000162366,PDZK1 interacting protein 1(PDZK1IP1)
ENSG00000162367,"TAL bHLH transcription factor 1, erythroid differentiation factor(TAL1)"
ENSG00000142698,chromosome 1 open reading frame 94(C1orf94)
ENSG00000143543,jumping translocation breakpoint(JTB)
ENSG00000162368,cytidine/uridine monophosphate kinase 1(CMPK1)
ENSG00000235794,MT-ND3 pseudogene 21(MTND3P21)
ENSG00000237973,MT-CO1 pseudogene 12(MTCO1P12)
ENSG00000237975,FLG antisense RNA 1(FLG-AS1)
ENSG00000132879,F-box protein 44(FBXO44)
ENSG00000238825,"RNA, variant U1 small nuclear 2(RNVU1-2)"
ENSG00000177868,small vasohibin binding protein(SVBP)
ENSG00000236648,long intergenic non-protein coding RNA 2810(LINC02810)
ENSG00000178715,ribosomal protein S16 pseudogene 1(RPS16P1)
ENSG00000130695,centrosomal protein 85(CEP85)
ENSG00000175206,natriuretic peptide A(NPPA)
ENSG00000200254,"RNA, U6 small nuclear 536, pseudogene(RNU6-536P)"
ENSG00000162373,BEN domain containing 5(BEND5)
ENSG00000142684,zinc finger protein 593(ZNF593)
ENSG00000163220,S100 calcium binding protein A9(S100A9)
ENSG00000162374,ELAV like RNA binding protein 4(ELAVL4)
ENSG00000163221,S100 calcium binding protein A12(S100A12)
ENSG00000143536,cornulin(CRNN)
ENSG00000143537,ADAM metallopeptidase domain 15(ADAM15)
ENSG00000184163,C1q and TNF related 12(C1QTNF12)
ENSG00000225514,MT-ND1 pseudogene 34(MTND1P34)
ENSG00000185499,"mucin 1, cell surface associated(MUC1)"
ENSG00000222009,BTB domain containing 19(BTBD19)
ENSG00000188529,serine and arginine rich splicing factor 10(SRSF10)
ENSG00000162377,cytochrome c oxidase assembly factor 7(COA7)
ENSG00000232284,"GNG12, DIRAS3 and WLS antisense RNA 1(GNG12-AS1)"
ENSG00000162378,"zyg-11 family member B, cell cycle regulator(ZYG11B)"
ENSG00000142687,KIAA0319 like(KIAA0319L)
ENSG00000142686,chromosome 1 open reading frame 216(C1orf216)
ENSG00000127054,integrator complex subunit 11(INTS11)
ENSG00000198793,mechanistic target of rapamycin kinase(MTOR)
ENSG00000237505,PKN2 antisense RNA 1(PKN2-AS1)
ENSG00000198797,BMP/retinoic acid inducible neural specific 2(BRINP2)
ENSG00000213559,heterogeneous nuclear ribonucleoprotein A1 pseudogene 64(HNRNPA1P64)
ENSG00000198799,leucine rich repeats and immunoglobulin like domains 2(LRIG2)
ENSG00000132881,ciliogenesis and planar polarity effector complex subunit 2(CPLANE2)
ENSG00000162383,solute carrier family 1 member 7(SLC1A7)
ENSG00000162384,CXXC motif containing zinc binding protein(CZIB)
ENSG00000162385,"mago homolog, exon junction complex subunit(MAGOH)"
ENSG00000121753,adhesion G protein-coupled receptor B2(ADGRB2)
ENSG00000203757,olfactory receptor family 6 subfamily K member 3(OR6K3)
ENSG00000117262,G protein-coupled receptor 89A(GPR89A)
ENSG00000185483,receptor tyrosine kinase like orphan receptor 1(ROR1)
ENSG00000184155,olfactory receptor family 10 subfamily J member 5(OR10J5)
ENSG00000226855,ribosomal protein SA pseudogene 17(RPSAP17)
ENSG00000224678,glyceraldehyde 3 phosphate dehydrogenase pseudogene 46(GAPDHP46)
ENSG00000163239,tudor domain containing 10(TDRD10)
ENSG00000203758,olfactory receptor family 10 subfamily T member 1 pseudogene(OR10T1P)
ENSG00000142677,interleukin 22 receptor subunit alpha 1(IL22RA1)
ENSG00000143520,filaggrin 2(FLG2)
ENSG00000142676,ribosomal protein L11(RPL11)
ENSG00000142675,connector enhancer of kinase suppressor of Ras 1(CNKSR1)
ENSG00000229051,long intergenic non-protein coding RNA 1788(LINC01788)
ENSG00000266472,mitochondrial ribosomal protein S21(MRPS21)
ENSG00000265141,"RNA, 7SL, cytoplasmic 451, pseudogene(RN7SL451P)"
ENSG00000116489,capping actin protein of muscle Z-line subunit alpha 1(CAPZA1)
ENSG00000142784,WD and tetratricopeptide repeats 1(WDTC1)
ENSG00000160094,zinc finger protein 362(ZNF362)
ENSG00000224600,ribosomal protein lateral stalk subunit P1 pseudogene 3(RPLP1P3)
ENSG00000160097,fibronectin type III domain containing 5(FNDC5)
ENSG00000232223,calponin 2 pseudogene 10(CNN2P10)
ENSG00000142789,chymotrypsin like elastase 3A(CELA3A)
ENSG00000163125,regulation of nuclear pre-mRNA domain containing 2(RPRD2)
ENSG00000143630,hyperpolarization activated cyclic nucleotide gated potassium channel 3(HCN3)
ENSG00000143631,filaggrin(FLG)
ENSG00000224609,uncharacterized LOC729467(HSD52)
ENSG00000198691,ATP binding cassette subfamily A member 4(ABCA4)
ENSG00000176444,CDC like kinase 2(CLK2)
ENSG00000212601,"RNA, 5S ribosomal pseudogene 53(RNA5SP53)"
ENSG00000241188,"RNA, 7SL, cytoplasmic 165, pseudogene(RN7SL165P)"
ENSG00000207256,"RNA, U6 small nuclear 880, pseudogene(RNU6-880P)"
ENSG00000237928,NFIA antisense RNA 2(NFIA-AS2)
ENSG00000116478,histone deacetylase 1(HDAC1)
ENSG00000243364,ephrin A4(EFNA4)
ENSG00000143621,interleukin enhancer binding factor 2(ILF2)
ENSG00000163131,cathepsin S(CTSS)
ENSG00000143622,Ras like without CAAX 1(RIT1)
ENSG00000119535,colony stimulating factor 3 receptor(CSF3R)
ENSG00000116473,"RAP1A, member of RAS oncogene family(RAP1A)"
ENSG00000143624,integrator complex subunit 3(INTS3)
ENSG00000223764,long intergenic non-protein coding RNA 2593(LINC02593)
ENSG00000143627,pyruvate kinase L/R(PKLR)
ENSG00000224613,RNPC3 divergent transcript(RNPC3-DT)
ENSG00000121851,RNA polymerase III subunit GL(POLR3GL)
ENSG00000235750,KIAA0040(KIAA0040)
ENSG00000177301,potassium voltage-gated channel subfamily A member 2(KCNA2)
ENSG00000130775,thymocyte selection associated family member 2(THEMIS2)
ENSG00000153898,mucolipin TRP cation channel 2(MCOLN2)
ENSG00000130770,ATP synthase inhibitory factor subunit 1(ATP5IF1)
ENSG00000130772,mediator complex subunit 18(MED18)
ENSG00000064703,DEAD-box helicase 20(DDX20)
ENSG00000118655,DNA cross-link repair 1B(DCLRE1B)
ENSG00000143612,chromosome 1 open reading frame 43(C1orf43)
ENSG00000143614,GATA zinc finger domain containing 2B(GATAD2B)
ENSG00000163141,BCL2 interacting protein like(BNIPL)
ENSG00000127129,endothelin 2(EDN2)
ENSG00000234422,ubiquitin conjugating enzyme E2 W pseudogene 1(UBE2WP1)
ENSG00000127125,phosphopantothenoylcysteine synthetase(PPCS)
ENSG00000127124,HIVEP zinc finger 3(HIVEP3)
ENSG00000142765,synaptotagmin like 1(SYTL1)
ENSG00000052723,suppressor of IKBKE 1(SIKE1)
ENSG00000175130,MARCKS like 1(MARCKSL1)
ENSG00000199562,"RNA, U6 small nuclear 37, pseudogene(RNU6-37P)"
ENSG00000159189,complement C1q C chain(C1QC)
ENSG00000207234,"RNA, U6 small nuclear 125, pseudogene(RNU6-125P)"
ENSG00000142751,GPN-loop GTPase 2(GPN2)
ENSG00000116497,S100P binding protein(S100PBP)
ENSG00000163154,TNF alpha induced protein 8 like 2(TNFAIP8L2)
ENSG00000187583,pleckstrin homology domain containing N1(PLEKHN1)
ENSG00000163155,LysM domain containing 1(LYSMD1)
ENSG00000164002,exonuclease 5(EXO5)
ENSG00000163156,TNFAIP8L2-SCNM1 readthrough(TNFAIP8L2-SCNM1)
ENSG00000163156,sodium channel modifier 1(SCNM1)
ENSG00000143603,potassium calcium-activated channel subfamily N member 3(KCNN3)
ENSG00000207237,"RNA, U6 small nuclear 110, pseudogene(RNU6-110P)"
ENSG00000222457,"RNA, U6 small nuclear 121, pseudogene(RNU6-121P)"
ENSG00000164008,chromosome 1 open reading frame 50(C1orf50)
ENSG00000279782,peptidylprolyl isomerase A like 4F(PPIAL4F)
ENSG00000200601,"RNA, 5S ribosomal pseudogene 50(RNA5SP50)"
ENSG00000163157,tropomodulin 4(TMOD4)
ENSG00000163159,vacuolar protein sorting 72 homolog(VPS72)
ENSG00000164007,claudin 19(CLDN19)
ENSG00000265107,gap junction protein alpha 5(GJA5)
ENSG00000120949,TNF receptor superfamily member 8(TNFRSF8)
ENSG00000175147,TMEM51 antisense RNA 1(TMEM51-AS1)
ENSG00000120948,TAR DNA binding protein(TARDBP)
ENSG00000164011,zinc finger protein 691(ZNF691)
ENSG00000120952,PRAME family member 2(PRAMEF2)
ENSG00000186283,torsin family 3 member A(TOR3A)
ENSG00000230489,VAV3 antisense RNA 1(VAV3-AS1)
ENSG00000164010,erythroblast membrane associated protein (Scianna blood group)(ERMAP)
ENSG00000200674,RN7SK pseudogene 160(RN7SKP160)
ENSG00000181817,"LSM10, U7 small nuclear RNA associated(LSM10)"
ENSG00000142748,ficolin 3(FCN3)
ENSG00000233994,GDP dissociation inhibitor 2 pseudogene 2(GDI2P2)
ENSG00000221539,"small nucleolar RNA, C/D box 99(SNORD99)"
ENSG00000130762,Rho guanine nucleotide exchange factor 16(ARHGEF16)
ENSG00000130764,leucine rich repeat containing 47(LRRC47)
ENSG00000130766,sestrin 2(SESN2)
ENSG00000235700,CYCS pseudogene 52(CYCSP52)
ENSG00000130768,sphingomyelin phosphodiesterase acid like 3B(SMPDL3B)
ENSG00000159164,synaptic vesicle glycoprotein 2A(SV2A)
ENSG00000231349,ribosomal protein L7 like 1 pseudogene(LOC100420166)
ENSG00000232678,serine palmitoyltransferase long chain base subunit 1 pseudogene 4(SPTLC1P4)
ENSG00000221545,microRNA 1255b-2(MIR1255B2)
ENSG00000252262,"RNA, 5S ribosomal pseudogene 61(RNA5SP61)"
ENSG00000232676,ADH5 pseudogene 2(ADH5P2)
ENSG00000169717,actin related protein T2(ACTRT2)
ENSG00000223728,PRAME family member 17 pseudogene(LOC391092)
ENSG00000142733,mitogen-activated protein kinase kinase kinase 6(MAP3K6)
ENSG00000232671,ZNF687 antisense RNA 1(ZNF687-AS1)
ENSG00000232672,actin gamma 1 pseudogene 21(ACTG1P21)
ENSG00000266458,microRNA 4259(MIR4259)
ENSG00000199135,microRNA 101-1(MIR101-1)
ENSG00000270911,MIA SH3 domain ER export factor 2 pseudogene(LOC100419654)
ENSG00000242485,mitochondrial ribosomal protein L20(MRPL20)
ENSG00000228187,alanyl-tRNA synthetase domain containing 1 pseudogene(LOC100421400)
ENSG00000117318,inhibitor of DNA binding 3(ID3)
ENSG00000242482,"RNA, 7SL, cytoplasmic 392, pseudogene(RN7SL392P)"
ENSG00000188004,small nucleolar RNA host gene 28(SNHG28)
ENSG00000189334,S100 calcium binding protein A14(S100A14)
ENSG00000264271,"RNA, 7SL, cytoplasmic 488, pseudogene(RN7SL488P)"
ENSG00000230023,long intergenic non-protein coding RNA 2800(LINC02800)
ENSG00000189339,solute carrier family 35 member E2B(SLC35E2B)
ENSG00000189337,"kazrin, periplakin interacting protein(KAZN)"
ENSG00000132906,caspase 9(CASP9)
ENSG00000230021,uncharacterized LOC101928626(LOC101928626)
ENSG00000176022,"beta-1,3-galactosyltransferase 6(B3GALT6)"
ENSG00000269956,MKNK1 antisense RNA 1(MKNK1-AS1)
ENSG00000205090,transmembrane protein 240(TMEM240)
ENSG00000117308,UDP-galactose-4-epimerase(GALE)
ENSG00000163191,S100 calcium binding protein A11(S100A11)
ENSG00000212624,small nucleolar RNA SNORA26(LOC124900447)
ENSG00000116459,ATP synthase peripheral stalk-membrane subunit b(ATP5PB)
ENSG00000117305,3-hydroxy-3-methylglutaryl-CoA lyase(HMGCL)
ENSG00000150337,Fc gamma receptor Ia(FCGR1A)
ENSG00000120937,natriuretic peptide B(NPPB)
ENSG00000265596,microRNA 3659(MIR3659)
ENSG00000116455,WD repeat domain 77(WDR77)
ENSG00000120942,UbiA prenyltransferase domain containing 1(UBIAD1)
ENSG00000158292,G protein-coupled receptor 153(GPR153)
ENSG00000187140,forkhead box D3(FOXD3)
ENSG00000187147,ring finger protein 220(RNF220)
ENSG00000187144,spermatogenesis associated 21(SPATA21)
ENSG00000225923,secretory carrier membrane protein 1 pseudogene(LOC101060164)
ENSG00000231365,WARS2 antisense RNA 1(WARS2-AS1)
ENSG00000010932,flavin containing dimethylaniline monoxygenase 1(FMO1)
ENSG00000078900,tumor protein p73(TP73)
ENSG00000180999,chromosome 1 open reading frame 105(C1orf105)
ENSG00000233540,DNM3 intronic transcript 1(DNM3-IT1)
ENSG00000264698,microRNA 4255(MIR4255)
ENSG00000179546,5-hydroxytryptamine receptor 1D(HTR1D)
ENSG00000116885,organic solute carrier partner 1(OSCP1)
ENSG00000187170,late cornified envelope 4A(LCE4A)
ENSG00000116882,hydroxyacid oxidase 2(HAO2)
ENSG00000234807,uncharacterized LOC101926907(LOC101926907)
ENSG00000187173,late cornified envelope 2A(LCE2A)
ENSG00000228127,long intergenic non-protein coding RNA 1649(LINC01649)
ENSG00000252236,small nucleolar RNA SNORA26(LOC124900449)
ENSG00000228126,focally amplified long non-coding RNA in epithelial cancer(FALEC)
ENSG00000274020,long intergenic non-protein coding RNA 1138(LINC01138)
ENSG00000233954,ubiquinol-cytochrome c reductase hinge protein like(UQCRHL)
ENSG00000158286,ring finger protein 207(RNF207)
ENSG00000054523,kinesin family member 1B(KIF1B)
ENSG00000222821,"RNA, U4 small nuclear 27, pseudogene(RNU4-27P)"
ENSG00000275350,tubulin beta 6 class V pseudogene 1(TUBB6P1)
ENSG00000221978,cyclin L2(CCNL2)
ENSG00000142700,DMRT like family A2(DMRTA2)
ENSG00000126698,DnaJ heat shock protein family (Hsp40) member C8(DNAJC8)
ENSG00000252231,"RNA, 5S ribosomal pseudogene 67(RNA5SP67)"
ENSG00000265535,"RNA, 7SL, cytoplasmic 475, pseudogene(RN7SL475P)"
ENSG00000265538,microRNA 4421(MIR4421)
ENSG00000263353,peptidylprolyl isomerase A like 4A(PPIAL4A)
ENSG00000116874,"tryptophanyl tRNA synthetase 2, mitochondrial(WARS2)"
ENSG00000265531,"Fc gamma receptor Ic, pseudogene(FCGR1CP)"
ENSG00000116871,MAP7 domain containing 1(MAP7D1)
ENSG00000188015,S100 calcium binding protein A3(S100A3)
ENSG00000231789,PIK3CD antisense RNA 2(PIK3CD-AS2)
ENSG00000156097,G protein-coupled receptor 61(GPR61)
ENSG00000221986,myosin binding protein H like(MYBPHL)
ENSG00000230451,ribosomal protein S29 pseudogene 6(RPS29P6)
ENSG00000266417,microRNA 4424(MIR4424)
ENSG00000227290,long intergenic non-protein coding RNA 1364(LINC01364)
ENSG00000263381,microRNA 5584(MIR5584)
ENSG00000117758,syntaxin 12(STX12)
ENSG00000159596,transmembrane protein 69(TMEM69)
ENSG00000206791,"RNA, U1 small nuclear 129, pseudogene(RNU1-129P)"
ENSG00000117751,protein phosphatase 1 regulatory subunit 8(PPP1R8)
ENSG00000252259,"RNA, 5S ribosomal pseudogene 49(RNA5SP49)"
ENSG00000203288,TDRKH antisense RNA 1(TDRKH-AS1)
ENSG00000159592,GC-rich promoter binding protein 1 like 1(GPBP1L1)
ENSG00000204138,phosphatase and actin regulator 4(PHACTR4)
ENSG00000233975,long intergenic non-protein coding RNA 2574(LINC02574)
ENSG00000233973,long intergenic non-protein coding RNA 1360(LINC01360)
ENSG00000213088,atypical chemokine receptor 1 (Duffy blood group)(ACKR1)
ENSG00000213085,cilia and flagella associated protein 45(CFAP45)
ENSG00000222849,"RNA, 5S ribosomal pseudogene 21(RNA5SP21)"
ENSG00000184908,chloride voltage-gated channel Kb(CLCNKB)
ENSG00000117748,replication protein A2(RPA2)
ENSG00000159588,coiled-coil domain containing 17(CCDC17)
ENSG00000116898,mitochondrial ribosomal protein S15(MRPS15)
ENSG00000261196,"cytochrome P450 family 4 subfamily A member 43, pseudogene(CYP4A43P)"
ENSG00000187180,late cornified envelope 2C(LCE2C)
ENSG00000171612,solute carrier family 25 member 33(SLC25A33)
ENSG00000171603,calsyntenin 1(CLSTN1)
ENSG00000249087,ZNF436 antisense RNA 1(ZNF436-AS1)
ENSG00000171608,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta(PIK3CD)"
ENSG00000233985,long intergenic non-protein coding RNA 1681(LINC01681)
ENSG00000222854,"RNA, 5S ribosomal pseudogene 59(RNA5SP59)"
ENSG00000179571,"NBPF member 17, pseudogene(NBPF17P)"
ENSG00000233983,CXXC motif containing zinc binding protein-like(LOC124904580)
ENSG00000213070,high mobility group box 3 pseudogene 6(HMGB3P6)
ENSG00000232650,long intergenic non-protein coding RNA 1780(LINC01780)
ENSG00000213075,ribosomal protein L31 pseudogene 11(RPL31P11)
ENSG00000201919,"RNA, U6 small nuclear 1022, pseudogene(RNU6-1022P)"
ENSG00000243710,cilia and flagella associated protein 57(CFAP57)
ENSG00000242860,"RNA, 7SL, cytoplasmic 180, pseudogene(RN7SL180P)"
ENSG00000158246,terminal nucleotidyltransferase 5B(TENT5B)
ENSG00000171621,splA/ryanodine receptor domain and SOCS box containing 1(SPSB1)
ENSG00000188060,"RAB42, member RAS oncogene family(RAB42)"
ENSG00000233907,long intergenic non-protein coding RNA 1761(LINC01761)
ENSG00000233910,general transcription factor IIF subunit 2 pseudogene 2(GTF2F2P2)
ENSG00000237033,caspase 3 pseudogene 1(CASP3P1)
ENSG00000273136,NBPF member 26(NBPF26)
ENSG00000238365,"RNA, U7 small nuclear 57 pseudogene(RNU7-57P)"
ENSG00000243725,tetratricopeptide repeat domain 4(TTC4)
ENSG00000237049,ribosomal protein L34 pseudogene 1(RPL34P1)
ENSG00000182749,progestin and adipoQ receptor family member 7(PAQR7)
ENSG00000066557,leucine rich repeat containing 40(LRRC40)
ENSG00000265972,thioredoxin interacting protein(TXNIP)
ENSG00000263793,microRNA 3115(MIR3115)
ENSG00000116830,transcription termination factor 2(TTF2)
ENSG00000240692,"RNA, 7SL, cytoplasmic 538, pseudogene(RN7SL538P)"
ENSG00000176083,zinc finger protein 683(ZNF683)
ENSG00000284240,long intergenic non-protein coding RNA 2801(LINC02801)
ENSG00000134255,choline/ethanolamine phosphotransferase 1(CEPT1)
ENSG00000076321,kelch like family member 20(KLHL20)
ENSG00000117713,AT-rich interaction domain 1A(ARID1A)
ENSG00000204178,macoilin 1(MACO1)
ENSG00000134253,tripartite motif containing 45(TRIM45)
ENSG00000134258,V-set domain containing T cell activation inhibitor 1(VTCN1)
ENSG00000265521,microRNA 5697(MIR5697)
ENSG00000134259,nerve growth factor(NGF)
ENSG00000116863,ADP-ribosylserine hydrolase(ADPRS)
ENSG00000134256,CD101 molecule(CD101)
ENSG00000034971,myocilin(MYOC)
ENSG00000230427,ALG14 antisense RNA 1(ALG14-AS1)
ENSG00000225079,ferritin heavy chain 1 pseudogene 22(FTH1P22)
ENSG00000228105,long intergenic non-protein coding RNA 1757(LINC01757)
ENSG00000134250,notch receptor 2(NOTCH2)
ENSG00000207205,"RNA, variant U1 small nuclear 15(RNVU1-15)"
ENSG00000230424,EMC1 antisense RNA 1(EMC1-AS1)
ENSG00000252691,small Cajal body-specific RNA 18(LOC124900433)
ENSG00000090621,poly(A) binding protein cytoplasmic 4(PABPC4)
ENSG00000201900,RNY1 pseudogene 13(RNY1P13)
ENSG00000176092,crystallin beta-gamma domain containing 2(CRYBG2)
ENSG00000275774,heterogeneous nuclear ribonucleoprotein C like 2(HNRNPCL2)
ENSG00000183615,family with sequence similarity 167 member B(FAM167B)
ENSG00000265996,microRNA 3671(MIR3671)
ENSG00000243749,transmembrane protein 35B(TMEM35B)
ENSG00000228594,fibronectin type III domain containing 10(FNDC10)
ENSG00000241563,cortistatin(CORT)
ENSG00000225087,uncharacterized LOC105378798(LOC105378798)
ENSG00000229444,ST3GAL3 antisense RNA 1(ST3GAL3-AS1)
ENSG00000204160,zinc finger DHHC-type palmitoyltransferase 18(ZDHHC18)
ENSG00000278811,long intergenic non-protein coding RNA 624(LINC00624)
ENSG00000233946,ribosomal protein S29 pseudogene 4(RPS29P4)
ENSG00000274450,U6atac minor spliceosomal RNA(LOC124900456)
ENSG00000134262,adaptor related protein complex 4 subunit beta 1(AP4B1)
ENSG00000233940,ribosomal protein L12 pseudogene 45(RPL12P45)
ENSG00000252682,small nucleolar RNA SNORD59(LOC124904806)
ENSG00000235055,sirtuin 5 pseudogene(LOC100133029)
ENSG00000235054,long intergenic non-protein coding RNA 1777(LINC01777)
ENSG00000185946,"RNA binding region (RNP1, RRM) containing 3(RNPC3)"
ENSG00000214114,MYC binding protein(MYCBP)
ENSG00000263526,microRNA 378g(MIR378G)
ENSG00000162825,NBPF member 20(NBPF20)
ENSG00000116922,chromosome 1 open reading frame 109(C1orf109)
ENSG00000171786,nescient helix-loop-helix 1(NHLH1)
ENSG00000159658,EF-hand calcium binding domain 14(EFCAB14)
ENSG00000283136,U6 spliceosomal RNA(LOC124904715)
ENSG00000169469,small proline rich protein 1B(SPRR1B)
ENSG00000272480,olfactory receptor family 13 subfamily Z member 3 pseudogene(OR13Z3P)
ENSG00000090686,ubiquitin specific peptidase 48(USP48)
ENSG00000243905,"RNA, 7SL, cytoplasmic 679, pseudogene(RN7SL679P)"
ENSG00000241745,"RNA, 7SL, cytoplasmic 788, pseudogene(RN7SL788P)"
ENSG00000263513,family with sequence similarity 72 member C(FAM72C)
